날짜,시간,경기,구장,득점0,득점1
03.27(Thu),04:05,NYYvsMIL,Yankee Stadium,4,2
03.27(Thu),04:07,TORvsBAL,Rogers Centre,2,12
03.27(Thu),05:05,TEXvsBOS,Globe Life Field,2,5
03.27(Thu),05:05,WSHvsPHI,Nationals Park,3,7
03.27(Thu),05:10,KCvsCLE,Kauffman Stadium,4,7
03.27(Thu),05:10,HOUvsNYM,Daikin Park,3,1
03.27(Thu),05:10,CINvsSF,Great American Ball Park,4,6
03.27(Thu),05:10,SDvsATL,Petco Park,7,4
03.27(Thu),05:10,CWSvsLAA,Rate Field,8,1
03.27(Thu),05:10,MIAvsPIT,loanDepot park,5,4
03.27(Thu),05:15,STLvsMIN,Busch Stadium,5,3
03.27(Thu),08:10,LADvsDET,Dodger Stadium,5,4
03.27(Thu),11:10,ARIvsCHC,Chase Field,6,10
03.27(Thu),11:10,SEAvsOAK,T-Mobile Park,4,2
03.28(Fri),05:10,TBvsCOL,George M. Steinbrenner Field,3,2
03.28(Fri),08:07,TORvsBAL,Rogers Centre,8,2
03.28(Fri),08:10,MIAvsPIT,loanDepot park,3,4
03.28(Fri),09:05,TEXvsBOS,Globe Life Field,4,1
03.28(Fri),09:10,HOUvsNYM,Daikin Park,1,3
03.28(Fri),10:40,ARIvsCHC,Chase Field,8,1
03.28(Fri),10:40,SEAvsOAK,T-Mobile Park,0,7
03.28(Fri),10:40,SDvsATL,Petco Park,4,3
03.28(Fri),11:10,LADvsDET,Dodger Stadium,8,5
03.29(Sat),02:05,NYYvsMIL,Yankee Stadium,20,9
03.29(Sat),03:10,CWSvsLAA,Rate Field,0,1
03.29(Sat),03:15,STLvsMIN,Busch Stadium,5,1
03.29(Sat),04:07,TORvsBAL,Rogers Centre,5,9
03.29(Sat),05:05,WSHvsPHI,Nationals Park,6,11
03.29(Sat),05:10,KCvsCLE,Kauffman Stadium,4,3
03.29(Sat),05:10,CINvsSF,Great American Ball Park,3,2
03.29(Sat),05:10,TBvsCOL,George M. Steinbrenner Field,1,2
03.29(Sat),05:10,MIAvsPIT,loanDepot park,5,4
03.29(Sat),08:05,TEXvsBOS,Globe Life Field,4,3
03.29(Sat),08:15,HOUvsNYM,Daikin Park,2,1
03.29(Sat),08:15,SDvsATL,Petco Park,1,0
03.29(Sat),09:10,ARIvsCHC,Chase Field,3,4
03.29(Sat),10:10,LADvsDET,Dodger Stadium,7,3
03.29(Sat),10:40,SEAvsOAK,T-Mobile Park,2,4
03.30(Sun),02:35,WSHvsPHI,Nationals Park,5,1
03.30(Sun),02:35,NYYvsMIL,Yankee Stadium,12,3
03.30(Sun),02:37,TORvsBAL,Rogers Centre,3,1
03.30(Sun),02:40,CINvsSF,Great American Ball Park,3,6
03.30(Sun),02:40,TBvsCOL,George M. Steinbrenner Field,6,4
03.30(Sun),02:40,MIAvsPIT,loanDepot park,3,2
03.30(Sun),03:10,KCvsCLE,Kauffman Stadium,2,6
03.30(Sun),03:10,CWSvsLAA,Rate Field,2,3
03.30(Sun),03:15,STLvsMIN,Busch Stadium,9,2
03.30(Sun),03:35,TEXvsBOS,Globe Life Field,3,2
03.30(Sun),05:10,ARIvsCHC,Chase Field,10,6
03.30(Sun),05:10,SEAvsOAK,T-Mobile Park,2,1
03.30(Sun),08:10,SDvsATL,Petco Park,5,0
03.31(Mon),03:10,CWSvsMIN,Rate Field,9,0
03.31(Mon),03:10,MILvsKC,American Family Field,1,11
03.31(Mon),03:35,BALvsBOS,Oriole Park at Camden Yards,8,5
03.31(Mon),04:05,PHIvsCOL,Citizens Bank Park,6,1
03.31(Mon),07:40,CINvsTEX,Great American Ball Park,14,3
03.31(Mon),07:40,MIAvsNYM,loanDepot park,4,10
03.31(Mon),08:05,TBvsPIT,George M. Steinbrenner Field,6,1
03.31(Mon),08:07,TORvsWSH,Rogers Centre,5,2
03.31(Mon),08:45,STLvsLAA,Busch Stadium,4,5
03.31(Mon),09:10,HOUvsSF,Daikin Park,2,7
03.31(Mon),10:40,SDvsCLE,Petco Park,7,2
03.31(Mon),10:40,SEAvsDET,T-Mobile Park,6,9
03.31(Mon),11:05,OAKvsCHC,Sutter Health Park,3,18
03.31(Mon),11:10,LADvsATL,Dodger Stadium,6,1
04.01(Tue),07:40,CINvsTEX,Great American Ball Park,0,1
04.01(Tue),07:40,MIAvsNYM,loanDepot park,4,2
04.01(Tue),08:05,TBvsPIT,George M. Steinbrenner Field,7,0
04.01(Tue),08:05,NYYvsARI,Yankee Stadium,5,7
04.01(Tue),08:07,TORvsWSH,Rogers Centre,5,3
04.01(Tue),08:40,CWSvsMIN,Rate Field,3,8
04.01(Tue),08:40,MILvsKC,American Family Field,5,0
04.01(Tue),08:45,STLvsLAA,Busch Stadium,7,9
04.01(Tue),09:10,HOUvsSF,Daikin Park,1,3
04.01(Tue),10:40,SDvsCLE,Petco Park,7,0
04.01(Tue),10:40,SEAvsDET,T-Mobile Park,1,4
04.01(Tue),11:05,OAKvsCHC,Sutter Health Park,4,7
04.01(Tue),11:10,LADvsATL,Dodger Stadium,3,1
04.02(Wed),01:40,CINvsTEX,Great American Ball Park,0,1
04.02(Wed),02:10,TBvsPIT,George M. Steinbrenner Field,2,4
04.02(Wed),02:10,MILvsKC,American Family Field,3,2
04.02(Wed),02:15,STLvsLAA,Busch Stadium,12,5
04.02(Wed),03:10,CWSvsMIN,Rate Field,1,6
04.02(Wed),04:07,TORvsWSH,Rogers Centre,4,2
04.02(Wed),04:35,OAKvsCHC,Sutter Health Park,2,10
04.02(Wed),05:10,SDvsCLE,Petco Park,5,2
04.02(Wed),05:10,SEAvsDET,T-Mobile Park,3,2
04.02(Wed),05:10,HOUvsSF,Daikin Park,3,6
04.02(Wed),05:40,MIAvsNYM,loanDepot park,5,6
04.02(Wed),07:35,BALvsBOS,Oriole Park at Camden Yards,0,3
04.02(Wed),07:45,PHIvsCOL,Citizens Bank Park,5,1
04.02(Wed),08:05,NYYvsARI,Yankee Stadium,3,4
04.02(Wed),09:38,LADvsATL,Dodger Stadium,6,5
04.03(Thu),02:05,BALvsBOS,Oriole Park at Camden Yards,4,8
04.03(Thu),02:05,PHIvsCOL,Citizens Bank Park,3,1
04.03(Thu),05:10,MINvsHOU,Target Field,2,5
04.03(Thu),08:05,NYYvsARI,Yankee Stadium,9,7
04.03(Thu),08:40,MILvsCIN,American Family Field,1,0
04.04(Fri),02:10,DETvsCWS,Comerica Park,7,4
04.04(Fri),03:10,BOSvsSTL,Fenway Park,13,9
04.04(Fri),03:20,CHCvsSD,Wrigley Field,3,1
04.04(Fri),04:10,NYMvsTOR,Citi Field,5,0
04.04(Fri),05:10,COLvsOAK,Coors Field,3,6
04.04(Fri),05:12,PITvsNYY,PNC Park,4,9
04.04(Fri),05:35,SFvsSEA,Oracle Park,10,9
04.04(Fri),07:45,WSHvsARI,Nationals Park,4,6
04.04(Fri),07:45,PHIvsLAD,Citizens Bank Park,3,2
04.04(Fri),08:15,ATLvsMIA,Truist Park,10,0
04.04(Fri),08:40,KCvsBAL,Kauffman Stadium,8,2
04.04(Fri),09:05,TEXvsTB,Globe Life Field,5,2
04.04(Fri),09:10,MILvsCIN,American Family Field,3,2
04.04(Fri),10:38,LAAvsCLE,Angel Stadium,6,8
04.05(Sat),02:10,DETvsCWS,Comerica Park,7,2
04.05(Sat),03:10,MINvsHOU,Target Field,6,1
04.05(Sat),03:20,CHCvsSD,Wrigley Field,7,1
04.05(Sat),05:05,WSHvsARI,Nationals Park,4,3
04.05(Sat),05:05,PHIvsLAD,Citizens Bank Park,1,3
04.05(Sat),05:05,PITvsNYY,PNC Park,4,10
04.05(Sat),05:10,KCvsBAL,Kauffman Stadium,1,8
04.05(Sat),08:05,TEXvsTB,Globe Life Field,6,4
04.05(Sat),08:10,NYMvsTOR,Citi Field,3,2
04.05(Sat),08:10,MILvsCIN,American Family Field,7,11
04.05(Sat),08:15,ATLvsMIA,Truist Park,0,4
04.05(Sat),09:10,COLvsOAK,Coors Field,4,7
04.05(Sat),10:05,SFvsSEA,Oracle Park,4,1
04.05(Sat),10:38,LAAvsCLE,Angel Stadium,10,4
04.05(Sat),05:10,BOSvsSTL,Fenway Park,-,-
04.06(Sun),02:35,WSHvsARI,Nationals Park,5,4
04.06(Sun),02:35,BOSvsSTL,Fenway Park,5,4
04.06(Sun),08:10,BOSvsSTL,Fenway Park,18,7
04.06(Sun),02:35,PHIvsLAD,Citizens Bank Park,8,7
04.06(Sun),02:35,PITvsNYY,PNC Park,5,4
04.06(Sun),02:40,NYMvsTOR,Citi Field,2,1
04.06(Sun),02:40,DETvsCWS,Comerica Park,4,3
04.06(Sun),03:10,KCvsBAL,Kauffman Stadium,4,1
04.06(Sun),03:10,MINvsHOU,Target Field,7,9
04.06(Sun),03:10,MILvsCIN,American Family Field,8,2
04.06(Sun),03:20,CHCvsSD,Wrigley Field,7,8
04.06(Sun),03:35,TEXvsTB,Globe Life Field,4,3
04.06(Sun),04:10,COLvsOAK,Coors Field,12,5
04.06(Sun),05:05,SFvsSEA,Oracle Park,5,4
04.06(Sun),05:07,LAAvsCLE,Angel Stadium,6,2
04.06(Sun),02:35,ATLvsMIA,Truist Park,-,-
04.07(Mon),04:10,DETvsNYY,Comerica Park,6,2
04.07(Mon),07:40,PITvsSTL,PNC Park,8,4
04.07(Mon),07:45,WSHvsLAD,Nationals Park,6,4
04.07(Mon),07:45,BOSvsTOR,Fenway Park,2,6
04.07(Mon),08:10,NYMvsMIA,Citi Field,2,0
04.07(Mon),08:40,CHCvsTEX,Wrigley Field,7,0
04.07(Mon),08:40,KCvsMIN,Kauffman Stadium,4,2
04.07(Mon),10:40,ARIvsBAL,Chase Field,1,5
04.07(Mon),10:40,SEAvsHOU,T-Mobile Park,4,3
04.07(Mon),10:45,SFvsCIN,Oracle Park,0,2
04.07(Mon),11:05,OAKvsSD,Sutter Health Park,4,5
04.08(Tue),02:10,DETvsNYY,Comerica Park,5,0
04.08(Tue),05:10,CLEvsCWS,Progressive Field,1,0
04.08(Tue),05:10,NYMvsMIA,Citi Field,10,5
04.08(Tue),07:40,PITvsSTL,PNC Park,3,5
04.08(Tue),07:45,WSHvsLAD,Nationals Park,8,2
04.08(Tue),07:45,BOSvsTOR,Fenway Park,1,6
04.08(Tue),08:05,TBvsLAA,George M. Steinbrenner Field,3,4
04.08(Tue),08:15,ATLvsPHI,Truist Park,7,5
04.08(Tue),08:40,CHCvsTEX,Wrigley Field,10,6
04.08(Tue),08:40,KCvsMIN,Kauffman Stadium,2,1
04.08(Tue),09:40,COLvsMIL,Coors Field,1,7
04.08(Tue),10:40,ARIvsBAL,Chase Field,4,3
04.08(Tue),10:40,SEAvsHOU,T-Mobile Park,1,2
04.08(Tue),10:45,SFvsCIN,Oracle Park,0,1
04.08(Tue),11:05,OAKvsSD,Sutter Health Park,10,4
04.09(Wed),01:35,PITvsSTL,PNC Park,2,1
04.09(Wed),02:10,NYMvsMIA,Citi Field,0,5
04.09(Wed),02:10,DETvsNYY,Comerica Park,3,4
04.09(Wed),03:20,CHCvsTEX,Wrigley Field,2,6
04.09(Wed),04:35,OAKvsSD,Sutter Health Park,1,2
04.09(Wed),04:40,ARIvsBAL,Chase Field,9,0
04.09(Wed),04:45,SFvsCIN,Oracle Park,8,6
04.09(Wed),05:05,WSHvsLAD,Nationals Park,5,6
04.09(Wed),05:10,SEAvsHOU,T-Mobile Park,7,6
04.09(Wed),07:10,CLEvsCWS,Progressive Field,3,2
04.09(Wed),07:45,BOSvsTOR,Fenway Park,1,2
04.09(Wed),08:05,TBvsLAA,George M. Steinbrenner Field,5,4
04.09(Wed),08:15,ATLvsPHI,Truist Park,3,4
04.09(Wed),08:40,KCvsMIN,Kauffman Stadium,0,4
04.09(Wed),09:40,COLvsMIL,Coors Field,2,17
04.10(Thu),02:10,TBvsLAA,George M. Steinbrenner Field,1,11
04.10(Thu),02:10,CLEvsCWS,Progressive Field,6,1
04.10(Thu),03:10,KCvsMIN,Kauffman Stadium,3,2
04.10(Thu),04:10,COLvsMIL,Coors Field,7,2
04.10(Thu),05:10,BOSvsTOR,Fenway Park,4,3
04.10(Thu),08:15,ATLvsPHI,Truist Park,4,2
04.11(Fri),07:10,CLEvsKC,Progressive Field,7,0
04.11(Fri),07:40,CINvsPIT,Great American Ball Park,5,3
04.11(Fri),08:05,TBvsATL,George M. Steinbrenner Field,6,3
04.11(Fri),08:05,NYYvsSF,Yankee Stadium,-,-
04.11(Fri),08:10,MIAvsWSH,loanDepot park,4,7
04.11(Fri),08:40,CWSvsBOS,Rate Field,11,1
04.11(Fri),09:10,HOUvsLAA,Daikin Park,14,3
04.11(Fri),09:10,MINvsDET,Target Field,6,7
04.11(Fri),09:15,STLvsPHI,Busch Stadium,2,0
04.11(Fri),10:40,SDvsCOL,Petco Park,8,0
04.11(Fri),10:40,SEAvsTEX,T-Mobile Park,5,3
04.11(Fri),10:40,ARIvsMIL,Chase Field,0,7
04.11(Fri),11:05,OAKvsNYM,Sutter Health Park,6,7
04.11(Fri),11:10,LADvsCHC,Dodger Stadium,3,0
04.11(Fri),08:05,BALvsTOR,Oriole Park at Camden Yards,-,-
04.12(Sat),03:10,MINvsDET,Target Field,0,4
04.12(Sat),03:15,STLvsPHI,Busch Stadium,1,4
04.12(Sat),04:05,NYYvsSF,Yankee Stadium,8,4
04.12(Sat),05:05,OAKvsNYM,Sutter Health Park,3,1
04.12(Sat),05:05,BALvsTOR,Oriole Park at Camden Yards,5,4
04.12(Sat),05:10,TBvsATL,George M. Steinbrenner Field,4,5
04.12(Sat),05:10,CWSvsBOS,Rate Field,3,2
04.12(Sat),05:10,MIAvsWSH,loanDepot park,7,6
04.12(Sat),07:10,CLEvsKC,Progressive Field,6,3
04.12(Sat),07:40,CINvsPIT,Great American Ball Park,5,2
04.12(Sat),08:10,HOUvsLAA,Daikin Park,1,4
04.12(Sat),09:10,ARIvsMIL,Chase Field,5,4
04.12(Sat),09:40,SDvsCOL,Petco Park,2,0
04.12(Sat),10:10,LADvsCHC,Dodger Stadium,0,16
04.12(Sat),10:40,SEAvsTEX,T-Mobile Park,9,2
04.13(Sun),02:35,BALvsTOR,Oriole Park at Camden Yards,6,7
04.13(Sun),02:35,NYYvsSF,Yankee Stadium,4,5
04.13(Sun),02:40,CLEvsKC,Progressive Field,2,4
04.13(Sun),02:40,CINvsPIT,Great American Ball Park,4,0
04.13(Sun),02:40,TBvsATL,George M. Steinbrenner Field,8,3
04.13(Sun),02:40,MIAvsWSH,loanDepot park,11,4
04.13(Sun),03:10,HOUvsLAA,Daikin Park,7,3
04.13(Sun),03:10,MINvsDET,Target Field,5,1
04.13(Sun),03:10,CWSvsBOS,Rate Field,1,3
04.13(Sun),03:15,STLvsPHI,Busch Stadium,7,0
04.13(Sun),05:05,OAKvsNYM,Sutter Health Park,0,8
04.13(Sun),05:10,SDvsCOL,Petco Park,6,0
04.13(Sun),05:10,SEAvsTEX,T-Mobile Park,3,1
04.13(Sun),05:10,ARIvsMIL,Chase Field,5,2
04.13(Sun),08:10,LADvsCHC,Dodger Stadium,2,4
04.14(Mon),07:40,PITvsWSH,PNC Park,10,3
04.14(Mon),07:45,PHIvsSF,Citizens Bank Park,4,10
04.14(Mon),08:05,TBvsBOS,George M. Steinbrenner Field,16,1
04.14(Mon),08:05,NYYvsKC,Yankee Stadium,4,1
04.14(Mon),08:07,TORvsATL,Rogers Centre,4,8
04.14(Mon),08:40,MINvsNYM,Target Field,1,5
04.14(Mon),08:40,MILvsDET,American Family Field,1,9
04.14(Mon),08:45,STLvsHOU,Busch Stadium,8,3
04.14(Mon),10:40,SDvsCHC,Petco Park,10,4
04.14(Mon),11:10,LADvsCOL,Dodger Stadium,5,3
04.15(Tue),07:40,PITvsWSH,PNC Park,0,3
04.15(Tue),07:40,CINvsSEA,Great American Ball Park,8,4
04.15(Tue),07:40,MIAvsARI,loanDepot park,4,10
04.15(Tue),07:45,PHIvsSF,Citizens Bank Park,6,4
04.15(Tue),08:05,BALvsCLE,Oriole Park at Camden Yards,3,6
04.15(Tue),08:05,TBvsBOS,George M. Steinbrenner Field,4,7
04.15(Tue),08:05,NYYvsKC,Yankee Stadium,4,2
04.15(Tue),08:07,TORvsATL,Rogers Centre,6,3
04.15(Tue),08:40,MINvsNYM,Target Field,6,3
04.15(Tue),08:40,CWSvsOAK,Rate Field,3,12
04.15(Tue),08:40,MILvsDET,American Family Field,5,0
04.15(Tue),08:45,STLvsHOU,Busch Stadium,0,2
04.15(Tue),09:05,TEXvsLAA,Globe Life Field,4,0
04.15(Tue),10:40,SDvsCHC,Petco Park,1,2
04.15(Tue),11:10,LADvsCOL,Dodger Stadium,6,2
04.16(Wed),02:07,TORvsATL,Rogers Centre,3,1
04.16(Wed),02:10,MINvsNYM,Target Field,4,3
04.16(Wed),02:10,MILvsDET,American Family Field,5,1
04.16(Wed),02:15,STLvsHOU,Busch Stadium,4,1
04.16(Wed),05:10,SDvsCHC,Petco Park,4,2
04.16(Wed),07:35,BALvsCLE,Oriole Park at Camden Yards,9,1
04.16(Wed),07:40,PITvsWSH,PNC Park,6,1
04.16(Wed),07:40,CINvsSEA,Great American Ball Park,3,5
04.16(Wed),07:40,MIAvsARI,loanDepot park,2,6
04.16(Wed),07:45,PHIvsSF,Citizens Bank Park,4,11
04.16(Wed),08:05,TBvsBOS,George M. Steinbrenner Field,0,1
04.16(Wed),08:05,NYYvsKC,Yankee Stadium,4,3
04.16(Wed),08:40,CWSvsOAK,Rate Field,1,3
04.16(Wed),09:05,TEXvsLAA,Globe Life Field,3,1
04.16(Wed),11:10,LADvsCOL,Dodger Stadium,8,7
04.17(Thu),01:10,MIAvsARI,loanDepot park,4,6
04.17(Thu),01:35,PITvsWSH,PNC Park,1,0
04.17(Thu),01:40,CINvsSEA,Great American Ball Park,7,11
04.17(Thu),03:10,CWSvsOAK,Rate Field,0,8
04.17(Thu),05:05,PHIvsSF,Citizens Bank Park,6,4
04.17(Thu),07:35,BALvsCLE,Oriole Park at Camden Yards,6,2
04.17(Thu),07:40,DETvsKC,Comerica Park,6,1
04.17(Thu),08:05,TBvsNYY,George M. Steinbrenner Field,3,6
04.17(Thu),08:10,NYMvsSTL,Citi Field,4,1
04.17(Thu),09:05,TEXvsLAA,Globe Life Field,5,3
04.18(Fri),03:20,CHCvsARI,Wrigley Field,13,11
04.18(Fri),07:40,DETvsKC,Comerica Park,7,3
04.18(Fri),07:40,PITvsCLE,PNC Park,7,10
04.18(Fri),07:45,PHIvsMIA,Citizens Bank Park,7,2
04.18(Fri),08:05,BALvsCIN,Oriole Park at Camden Yards,3,8
04.18(Fri),08:05,TBvsNYY,George M. Steinbrenner Field,0,1
04.18(Fri),08:07,TORvsSEA,Rogers Centre,3,1
04.18(Fri),08:10,NYMvsSTL,Citi Field,5,4
04.18(Fri),08:10,BOSvsCWS,Fenway Park,10,3
04.18(Fri),08:15,ATLvsMIN,Truist Park,6,4
04.18(Fri),09:05,TEXvsLAD,Globe Life Field,0,3
04.18(Fri),09:10,HOUvsSD,Daikin Park,6,4
04.18(Fri),09:10,MILvsOAK,American Family Field,5,3
04.18(Fri),10:38,LAAvsSF,Angel Stadium,2,0
04.18(Fri),09:40,COLvsWSH,Coors Field,-,-
04.19(Sat),02:05,PHIvsMIA,Citizens Bank Park,11,10
04.19(Sat),02:10,DETvsKC,Comerica Park,3,1
04.19(Sat),03:20,CHCvsARI,Wrigley Field,6,2
04.19(Sat),04:07,TORvsSEA,Rogers Centre,4,8
04.19(Sat),05:05,BALvsCIN,Oriole Park at Camden Yards,9,5
04.19(Sat),05:05,PITvsCLE,PNC Park,0,3
04.19(Sat),05:05,NYMvsSTL,Citi Field,3,0
04.19(Sat),05:05,TEXvsLAD,Globe Life Field,4,3
04.19(Sat),05:10,COLvsWSH,Coors Field,11,12
04.19(Sat),05:10,BOSvsCWS,Fenway Park,4,3
04.19(Sat),05:10,TBvsNYY,George M. Steinbrenner Field,10,8
04.19(Sat),08:10,HOUvsSD,Daikin Park,3,2
04.19(Sat),08:10,MILvsOAK,American Family Field,1,3
04.19(Sat),08:15,ATLvsMIN,Truist Park,4,3
04.19(Sat),10:38,LAAvsSF,Angel Stadium,2,3
04.20(Sun),02:35,BALvsCIN,Oriole Park at Camden Yards,2,24
04.20(Sun),02:35,PITvsCLE,PNC Park,4,5
04.20(Sun),02:35,ATLvsMIN,Truist Park,6,2
04.20(Sun),02:35,BOSvsCWS,Fenway Park,4,8
04.20(Sun),02:35,PHIvsMIA,Citizens Bank Park,5,7
04.20(Sun),02:37,TORvsSEA,Rogers Centre,3,8
04.20(Sun),02:40,DETvsKC,Comerica Park,3,4
04.20(Sun),02:40,NYMvsSTL,Citi Field,7,4
04.20(Sun),02:40,TBvsNYY,George M. Steinbrenner Field,0,4
04.20(Sun),03:10,MILvsOAK,American Family Field,14,1
04.20(Sun),03:20,CHCvsARI,Wrigley Field,2,3
04.20(Sun),03:35,TEXvsLAD,Globe Life Field,0,1
04.20(Sun),04:10,COLvsWSH,Coors Field,2,3
04.20(Sun),09:10,COLvsWSH,Coors Field,3,1
04.20(Sun),05:07,LAAvsSF,Angel Stadium,5,4
04.20(Sun),08:10,HOUvsSD,Daikin Park,2,3
04.21(Mon),00:10,BOSvsCWS,Fenway Park,4,2
04.21(Mon),07:10,CLEvsNYY,Progressive Field,6,4
04.21(Mon),07:40,DETvsSD,Comerica Park,6,4
04.21(Mon),07:40,MIAvsCIN,loanDepot park,6,3
04.21(Mon),08:10,NYMvsPHI,Citi Field,5,4
04.21(Mon),08:15,ATLvsSTL,Truist Park,7,6
04.21(Mon),09:10,HOUvsTOR,Daikin Park,7,0
04.21(Mon),10:45,SFvsMIL,Oracle Park,5,2
04.22(Tue),07:10,CLEvsNYY,Progressive Field,3,2
04.22(Tue),07:40,DETvsSD,Comerica Park,0,2
04.22(Tue),07:40,MIAvsCIN,loanDepot park,4,3
04.22(Tue),07:45,WSHvsBAL,Nationals Park,7,0
04.22(Tue),07:45,BOSvsSEA,Fenway Park,8,3
04.22(Tue),08:10,NYMvsPHI,Citi Field,5,1
04.22(Tue),08:15,ATLvsSTL,Truist Park,4,10
04.22(Tue),08:40,KCvsCOL,Kauffman Stadium,4,3
04.22(Tue),08:40,CHCvsLAD,Wrigley Field,11,10
04.22(Tue),08:40,MINvsCWS,Target Field,4,2
04.22(Tue),09:10,HOUvsTOR,Daikin Park,5,1
04.22(Tue),10:38,LAAvsPIT,Angel Stadium,3,9
04.22(Tue),10:40,ARIvsTB,Chase Field,5,1
04.22(Tue),10:45,SFvsMIL,Oracle Park,3,11
04.22(Tue),11:05,OAKvsTEX,Sutter Health Park,5,8
04.23(Wed),01:15,ATLvsSTL,Truist Park,4,1
04.23(Wed),02:10,DETvsSD,Comerica Park,6,0
04.23(Wed),02:10,NYMvsPHI,Citi Field,4,3
04.23(Wed),02:10,MIAvsCIN,loanDepot park,2,5
04.23(Wed),02:10,CLEvsNYY,Progressive Field,1,5
04.23(Wed),07:45,WSHvsBAL,Nationals Park,4,3
04.23(Wed),07:45,BOSvsSEA,Fenway Park,5,8
04.23(Wed),08:00,CHCvsLAD,Wrigley Field,7,6
04.23(Wed),08:40,HOUvsTOR,Daikin Park,3,1
04.23(Wed),08:40,MINvsCWS,Target Field,6,3
04.23(Wed),10:38,LAAvsPIT,Angel Stadium,0,3
04.23(Wed),10:40,ARIvsTB,Chase Field,6,7
04.23(Wed),10:45,SFvsMIL,Oracle Park,4,2
04.23(Wed),11:05,OAKvsTEX,Sutter Health Park,5,2
04.23(Wed),08:40,KCvsCOL,Kauffman Stadium,-,-
04.24(Thu),02:10,MINvsCWS,Target Field,-,-
04.24(Thu),02:35,BOSvsSEA,Fenway Park,3,4
04.24(Thu),03:10,KCvsCOL,Kauffman Stadium,7,4
04.24(Thu),03:15,KCvsCOL,Kauffman Stadium,6,2
04.24(Thu),04:45,SFvsMIL,Oracle Park,6,5
04.24(Thu),07:45,WSHvsBAL,Nationals Park,1,2
04.24(Thu),10:29,LAAvsPIT,Angel Stadium,4,3
04.24(Thu),10:40,ARIvsTB,Chase Field,4,7
04.24(Thu),11:05,OAKvsTEX,Sutter Health Park,4,3
04.25(Fri),03:20,CHCvsPHI,Wrigley Field,4,0
04.25(Fri),07:45,WSHvsNYM,Nationals Park,5,4
04.25(Fri),08:05,NYYvsTOR,Yankee Stadium,2,4
04.25(Fri),08:40,KCvsHOU,Kauffman Stadium,2,0
04.25(Fri),08:40,MINvsLAA,Target Field,11,4
04.25(Fri),09:15,STLvsMIL,Busch Stadium,3,2
04.25(Fri),09:40,COLvsCIN,Coors Field,7,8
04.25(Fri),10:40,SDvsTB,Petco Park,0,1
04.25(Fri),10:40,ARIvsATL,Chase Field,2,8
04.25(Fri),10:40,SEAvsMIA,T-Mobile Park,4,8
04.25(Fri),11:05,OAKvsCWS,Sutter Health Park,6,5
04.25(Fri),11:10,LADvsPIT,Dodger Stadium,0,3
04.25(Fri),11:15,SFvsTEX,Oracle Park,0,2
04.25(Fri),07:40,DETvsBAL,Comerica Park,-,-
04.25(Fri),08:10,CLEvsBOS,Progressive Field,-,-
04.26(Sat),02:10,CLEvsBOS,Progressive Field,5,4
04.26(Sat),07:10,CLEvsBOS,Progressive Field,3,7
04.26(Sat),02:10,DETvsBAL,Comerica Park,4,3
04.26(Sat),07:10,DETvsBAL,Comerica Park,6,2
04.26(Sat),03:10,MINvsLAA,Target Field,5,1
04.26(Sat),03:15,STLvsMIL,Busch Stadium,6,5
04.26(Sat),04:10,COLvsCIN,Coors Field,4,6
04.26(Sat),05:05,WSHvsNYM,Nationals Park,0,2
04.26(Sat),05:05,SFvsTEX,Oracle Park,3,2
04.26(Sat),05:05,CHCvsPHI,Wrigley Field,4,10
04.26(Sat),05:05,OAKvsCWS,Sutter Health Park,3,10
04.26(Sat),08:10,KCvsHOU,Kauffman Stadium,2,0
04.26(Sat),09:10,ARIvsATL,Chase Field,7,8
04.26(Sat),09:40,SDvsTB,Petco Park,1,4
04.26(Sat),10:10,LADvsPIT,Dodger Stadium,8,4
04.26(Sat),10:40,SEAvsMIA,T-Mobile Park,14,0
04.26(Sat),02:05,NYYvsTOR,Yankee Stadium,-,-
04.27(Sun),02:35,WSHvsNYM,Nationals Park,8,7
04.27(Sun),02:35,NYYvsTOR,Yankee Stadium,11,2
04.27(Sun),02:40,NYYvsTOR,Yankee Stadium,5,1
04.27(Sun),02:40,CLEvsBOS,Progressive Field,3,13
04.27(Sun),02:40,DETvsBAL,Comerica Park,7,0
04.27(Sun),02:40,MINvsLAA,Target Field,5,0
04.27(Sun),03:10,KCvsHOU,Kauffman Stadium,3,7
04.27(Sun),03:15,STLvsMIL,Busch Stadium,1,7
04.27(Sun),04:10,COLvsCIN,Coors Field,1,8
04.27(Sun),05:05,SFvsTEX,Oracle Park,3,2
04.27(Sun),05:05,OAKvsCWS,Sutter Health Park,3,2
04.27(Sun),05:10,LADvsPIT,Dodger Stadium,9,2
04.27(Sun),05:10,SDvsTB,Petco Park,2,4
04.27(Sun),05:10,ARIvsATL,Chase Field,6,4
04.27(Sun),05:10,SEAvsMIA,T-Mobile Park,7,6
04.27(Sun),08:10,CHCvsPHI,Wrigley Field,1,3
04.28(Mon),05:05,WSHvsNYM,Nationals Park,5,19
04.28(Mon),07:10,CLEvsMIN,Progressive Field,1,11
04.28(Mon),07:35,BALvsNYY,Oriole Park at Camden Yards,4,3
04.28(Mon),07:40,CINvsSTL,Great American Ball Park,3,1
04.28(Mon),09:05,TEXvsOAK,Globe Life Field,1,2
04.28(Mon),09:10,HOUvsDET,Daikin Park,8,5
04.28(Mon),09:40,COLvsATL,Coors Field,3,6
04.28(Mon),11:10,LADvsMIA,Dodger Stadium,7,6
